row_id,property_owner,contractor,professional_permit_processor,overall_experience_obtaining_a_permit,use_permit,demo_permit,construction_permit_building_inspection,construction_permit_construction,construction_permit_encroachment_plan_fire,construction_permit_encroachment_plan_planning,construction_permit_permit_extensions,construction_permit_demolition,construction_permit_electrical,construction_permit_gas_hvac,approximately_how_many_permits_do_you_apply_for,was_your_permit_approved,approximately_how_long_did_it_take_from_the_time_you_applied_for_your_permit_to_receiving_an_approval_or_denial,did_someone_assist_you_with_the_permit_application_process,if_yes_in_which_manner_did_your_receive_assistance_check_all_that_apply,how_would_you_rate_your_overall_experience_obtaining_a_permit_from_the_city_of_baltimore,were_you_aware_that_dhcd_provides_online_tutorials_and_training_session_on_the_permitting_process,have_you_ever_utilized_an_of_the_online_tutorials_available_on_the_dhcd_website_to_assist_in_obtaining_your_permit,easy_or_hard_was_it_to_find_the_information_you_need_on_the_application_portal,how_easy_was_it_to_find_the_information_you_need_on_the_application_portal,challenge_poor_communication_response_time,challenge_conflicting_info,challenge_rude_difficult_staff,positive_negative_opinion_of_portal,improve_customer_service,improve_need_brand_new_process
316,TRUE,TRUE,FALSE,very difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,6 and above per year,No,15 - 30 days,no,I’ve sent emails phone calls and left messages. The city employees in this department is not being dedicated to the job,Very Difficult,yes,no,hard,,FALSE,FALSE,FALSE,negative,TRUE,TRUE
317,FALSE,TRUE,FALSE,easy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5 per year,Yes,Less than 15 days,NA,Email,Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
318,TRUE,FALSE,FALSE,very difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,6 and above per year,No,Greater than 60 days,NA,Phone,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
319,FALSE,TRUE,FALSE,very easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6 and above per year,Yes,Less than 15 days,NA,Email,Very Easy,yes,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
320,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,30 - 45 days,NA,No assistance,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,TRUE,FALSE
321,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1 per year,No,Greater than 60 days,no,NA,Very Difficult,yes,no,hard,,TRUE,FALSE,FALSE,NA,FALSE,TRUE
322,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,15 - 30 days,NA,Email,Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,FALSE,FALSE
323,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2 - 5 per year,NA,Greater than 60 days,NA,NA,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,FALSE,TRUE
324,TRUE,TRUE,FALSE,somewhat difficult,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,45 - 60 days,NA,NA,Somewhat difficult,yes,no,both,,FALSE,FALSE,FALSE,NA,TRUE,FALSE
325,TRUE,FALSE,FALSE,easy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,Email,Easy,no,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
326,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,6 and above per year,Yes,45 - 60 days,NA,Phone,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
327,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,6 and above per year,Yes,Greater than 60 days,NA,Phone,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,FALSE
328,TRUE,FALSE,FALSE,difficult,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,Walk-In In-Person,Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,TRUE,FALSE
329,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1 per year,Yes,Greater than 60 days,NA,Message Board,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,FALSE,TRUE
330,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,no,Email,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
331,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1 per year,Yes,Less than 15 days,NA,Message Board,Easy,no,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
332,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,30 - 45 days,NA,NA,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
333,TRUE,TRUE,TRUE,easy,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2 - 5 per year,No,15 - 30 days,NA,NA,Difficult,yes,no,hard,,TRUE,FALSE,FALSE,negative,TRUE,TRUE
334,FALSE,TRUE,FALSE,easy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Less than 15 days,NA,NA,Somewhat difficult,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
335,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,Yes,15 - 30 days,NA,Email,Difficult,yes,no,hard,,TRUE,FALSE,FALSE,negative,FALSE,TRUE
336,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,5 per year,Yes,30 - 45 days,NA,Email,Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
337,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,Email,Difficult,no,no,hard,,TRUE,FALSE,FALSE,NA,TRUE,FALSE
338,FALSE,FALSE,TRUE,difficult,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,6 and above per year,Yes,30 - 45 days,NA,Message Board,Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
339,TRUE,TRUE,FALSE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,15 - 30 days,NA,NA,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
340,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,Yes,Greater than 60 days,NA,Message Board,Somewhat difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,FALSE,TRUE
341,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6 and above per year,Yes,Less than 15 days,NA,Phone,Somewhat difficult,yes,yes,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
342,FALSE,TRUE,FALSE,easy,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6 and above per year,Yes,Less than 15 days,NA,NA,Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
343,FALSE,TRUE,FALSE,somewhat difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,45 - 60 days,NA,Message Board,Difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
344,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,"Message board, email different departments, in person-where allowed, some departments require a phone call.",Very Difficult,no,no,easy,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
345,FALSE,FALSE,TRUE,difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,NA,Difficult,no,no,easy,,FALSE,FALSE,FALSE,NA,TRUE,FALSE
346,TRUE,FALSE,FALSE,difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Less than 15 days,NA,Message Board,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,TRUE,FALSE
347,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,15 - 30 days,NA,NA,Somewhat difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,FALSE,TRUE
348,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2 - 5 per year,Yes,Less than 15 days,no,NA,Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
349,TRUE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,NA,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,FALSE
350,TRUE,FALSE,FALSE,difficult,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2 - 5 per year,Yes,30 - 45 days,NA,Both email and Message board (you can't check all that apply),Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
351,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5 per year,Yes,15 - 30 days,NA,Phone,Somewhat difficult,yes,yes,easy,,TRUE,FALSE,FALSE,NA,TRUE,FALSE
352,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,15 - 30 days,NA,NA,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,TRUE,TRUE
353,TRUE,TRUE,TRUE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,30 - 45 days,no,Walk-In In-Person,Somewhat difficult,yes,yes,easy,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
354,FALSE,FALSE,TRUE,easy,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2 - 5 per year,Yes,Less than 15 days,NA,Message Board,Very Easy,no,no,NA,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
355,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,Phone,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
356,FALSE,TRUE,FALSE,difficult,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5 per year,No,45 - 60 days,NA,Email,Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
357,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,6 and above per year,No,Greater than 60 days,NA,NA,Very Difficult,yes,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
358,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,Email,Very Difficult,yes,yes,both,,TRUE,FALSE,FALSE,negative,FALSE,TRUE
359,FALSE,FALSE,TRUE,difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,Phone,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
360,FALSE,TRUE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,No,15 - 30 days,NA,Message Board,Somewhat difficult,yes,yes,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
361,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5 per year,Yes,15 - 30 days,NA,NA,Somewhat difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
362,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,15 - 30 days,NA,Walk-In In-Person,Difficult,no,no,easy,,TRUE,FALSE,FALSE,NA,FALSE,TRUE
363,FALSE,FALSE,TRUE,difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,NA,Difficult,no,no,easy,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
364,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2 - 5 per year,Yes,45 - 60 days,NA,Email,Somewhat difficult,yes,no,both,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
365,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2 - 5 per year,Yes,Greater than 60 days,NA,NA,Difficult,yes,no,easy,,FALSE,FALSE,FALSE,negative,TRUE,FALSE
366,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6 and above per year,Yes,Less than 15 days,NA,NA,Easy,yes,yes,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
367,FALSE,FALSE,TRUE,difficult,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5 per year,Yes,Greater than 60 days,NA,We contact another agency to request assistance in correcting the stall of the applications.,Difficult,yes,yes,easy,,TRUE,FALSE,FALSE,negative,TRUE,TRUE
368,TRUE,FALSE,FALSE,very difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,6 and above per year,Yes,Greater than 60 days,no,Message Board,Very Difficult,yes,yes,hard,,TRUE,FALSE,FALSE,positive,TRUE,FALSE
369,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Less than 15 days,NA,NA,Difficult,yes,no,easy,,TRUE,FALSE,FALSE,positive,TRUE,TRUE
370,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,Less than 15 days,no,Message Board,Somewhat difficult,no,no,both,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
371,TRUE,FALSE,FALSE,easy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Less than 15 days,NA,Walk-In In-Person,Somewhat difficult,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
372,TRUE,FALSE,FALSE,very easy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Less than 15 days,NA,NA,Very Easy,yes,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
373,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,6 and above per year,Yes,Less than 15 days,NA,NA,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
374,FALSE,TRUE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,45 - 60 days,NA,Walk-In In-Person,Somewhat difficult,no,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
375,TRUE,FALSE,FALSE,difficult,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2 - 5 per year,No,30 - 45 days,NA,Email,Difficult,yes,yes,easy,,FALSE,FALSE,FALSE,NA,TRUE,TRUE
376,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6 and above per year,Yes,Less than 15 days,NA,Phone,Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,TRUE,TRUE
377,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2 - 5 per year,Yes,30 - 45 days,NA,Phone,Difficult,yes,no,both,,FALSE,FALSE,FALSE,positive,TRUE,FALSE
378,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,Greater than 60 days,NA,Message Board,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
379,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,Yes,Less than 15 days,NA,Walk-In In-Person,Somewhat difficult,yes,yes,easy,,TRUE,FALSE,FALSE,positive,TRUE,FALSE
380,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,NA,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
381,FALSE,TRUE,FALSE,easy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5 per year,Yes,15 - 30 days,NA,Message Board,Easy,yes,yes,easy,,FALSE,FALSE,FALSE,NA,TRUE,FALSE
382,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,45 - 60 days,NA,N/a,Very Difficult,no,no,both,,TRUE,FALSE,FALSE,positive,TRUE,FALSE
383,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2 - 5 per year,Yes,Greater than 60 days,NA,NA,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
384,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,Yes,30 - 45 days,NA,Message Board,Somewhat difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,TRUE,TRUE
385,TRUE,FALSE,TRUE,very difficult,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5 per year,Yes,Greater than 60 days,NA,Walk-In In-Person,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,TRUE,TRUE
386,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,Yes,15 - 30 days,NA,NA,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,FALSE,TRUE
387,TRUE,FALSE,FALSE,difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,30 - 45 days,NA,Email,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
388,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6 and above per year,Yes,Less than 15 days,NA,no one calls back,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,positive,TRUE,FALSE
389,TRUE,FALSE,FALSE,very difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,6 and above per year,Yes,45 - 60 days,NA,Email,Very Difficult,yes,no,hard,,TRUE,FALSE,FALSE,negative,TRUE,TRUE
390,FALSE,FALSE,TRUE,difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5 per year,Yes,Greater than 60 days,NA,NA,Difficult,yes,yes,hard,,TRUE,FALSE,FALSE,NA,FALSE,TRUE
391,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6 and above per year,Yes,Less than 15 days,NA,Message Board,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
392,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2 - 5 per year,Yes,Less than 15 days,NA,Message Board,Very Easy,yes,yes,NA,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
393,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,Phone,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
394,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,Less than 15 days,NA,Walk in and Email.,Difficult,no,no,both,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
395,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,6 and above per year,Yes,15 - 30 days,NA,Phone,Somewhat difficult,yes,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
396,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,45 - 60 days,NA,NA,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,TRUE,TRUE
397,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5 per year,Yes,Less than 15 days,NA,NA,Difficult,yes,yes,hard,,TRUE,FALSE,FALSE,negative,FALSE,FALSE
398,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,Email,Difficult,yes,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
399,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,No,Greater than 60 days,NA,NA,Very Difficult,yes,yes,hard,,TRUE,FALSE,FALSE,negative,TRUE,TRUE
400,FALSE,TRUE,FALSE,very difficult,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5 per year,No,Greater than 60 days,NA,Walk-In In-Person,Very Difficult,yes,yes,hard,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
401,FALSE,TRUE,TRUE,very difficult,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1 per year,Yes,Greater than 60 days,NA,Zoom,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,TRUE,FALSE
402,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1 per year,No,Greater than 60 days,NA,Phone,Somewhat difficult,yes,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
403,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,NA,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
404,TRUE,TRUE,FALSE,easy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Less than 15 days,NA,Email,Easy,yes,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
405,FALSE,FALSE,TRUE,difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,Phone,Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
406,TRUE,FALSE,FALSE,very easy,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6 and above per year,Yes,Less than 15 days,NA,NA,Easy,no,no,NA,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
407,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,na,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
408,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,Walk-In In-Person,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,TRUE,TRUE
409,FALSE,FALSE,TRUE,very difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1 per year,Yes,Greater than 60 days,NA,Message Board,Very Difficult,yes,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
